MedDRA Code,MedDRA SOC,CTCAE Term,Grade 1   ,Grade 2   ,Grade 3   ,Grade 4   ,Grade 5   ,Definition,Navigational Note,CTCAE v5.0 Change
10061664,Immune system disorders,Autoimmune disorder,"Asymptomatic; serologic or other evidence of autoimmune reaction, with normal organ function; intervention not indicated","Evidence of autoimmune reaction involving a non-essential organ or function (e.g., hypothyroidism)","Autoimmune reactions involving major organ (e.g., colitis, anemia, myocarditis, kidney)",Life-threatening consequences; urgent intervention indicated,Death,"A disorder characterized by loss of function or tissue destruction of an organ or multiple organs, arising from humoral or cellular immune responses of the individual to his own tissue constituents.",Prior to using this term consider specific autoimmune AEs,Addition: Navigational note; Clarification: Definition
10052015,Immune system disorders,Cytokine release syndrome,Fever with or without constitutional symptoms,Hypotension responding to fluids; hypoxia responding to <40% O2,Hypotension managed with one pressor; hypoxia requiring ≥ 40% O2,Life-threatening consequences; urgent intervention indicated,Death,"A disorder characterized by fever, tachypnea, headache, tachycardia, hypotension, rash, and/or hypoxia caused by the release of cytokines.","Also consider reporting other organ dysfunctions including neurological toxicities such as: Psychiatric disorders: Hallucinations or Confusion; Nervous system disorders: Seizure, Dysphasia, Tremor, or Headache","Addition: Navigational note; Clarification: Grade 1, 2, 3, 4, Definition"
10021428,Immune system disorders,"Immune system disorders - Other, specify",Asymptomatic or mild symptoms; clinical or diagnostic observations only; intervention not indicated,"Moderate; minimal, local or noninvasive intervention indicated; limiting age-appropriate instrumental ADL",Severe or medically significant but not immediately life-threatening; hospitalization or prolongation of existing hospitalization indicated; limiting self care ADL,Life-threatening consequences; urgent intervention indicated,Death, -,,Clarification: Grade 3
10040400,Immune system disorders,Serum sickness,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,"Moderate arthralgia; fever, rash, urticaria, antihistamines indicated",Severe arthralgia or arthritis; extensive rash; steroids or IV fluids indicated,Life-threatening consequences; pressor or ventilatory support indicated,Death,"A disorder characterized by a delayed-type hypersensitivity reaction to foreign proteins derived from an animal serum. It occurs approximately six to twenty-one days following the administration of the foreign antigen. Symptoms include fever, arthralgias, myalgias, skin eruptions, lymphadenopathy, chest marked discomfort and dyspnea.",,
10056519,Infections and infestations,Abdominal infection, -,"Oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the abdominal cavity.,,Addition: Grade 2; Clarification: Grade 3
10061640,Infections and infestations,Anorectal infection,"Localized, local intervention indicated","Oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the anal area and the rectum.,,"Clarification: Grade 1, 2, 3"
10003011,Infections and infestations,Appendicitis, -, -,"IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by acute inflammation to the vermiform appendix caused by a pathogenic agent.,,Clarification: Grade 3
10003012,Infections and infestations,Appendicitis perforated, -, -,Medical intervention indicated; operative intervention indicated,Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by acute inflammation to the vermiform appendix caused by a pathogenic agent with gangrenous changes resulting in the rupture of the appendiceal wall. The appendiceal wall rupture causes the release of inflammatory and bacterial contents from the appendiceal lumen into the abdominal cavity.,,Clarification: Grade 3; Deletion: Grade 2
10065744,Infections and infestations,Arteritis infective, -, -,"IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving an artery.,,Clarification: Grade 3
10003999,Infections and infestations,Bacteremia, -,Blood culture positive with no signs or symptoms, -, -, -,A disorder characterized by the presence of bacteria in the blood stream.,"Consider Infections and infestations: Sepsis (Grades 3, 4 & 5)","Addition: Term, Navigational note"
10061695,Infections and infestations,Biliary tract infection, -,"Oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the biliary tract.,,Addition: Grade 2; Clarification: Grade 3
10005047,Infections and infestations,Bladder infection, -,"Oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the bladder.,,"Clarification: Grade 2, 3"
10061017,Infections and infestations,Bone infection, -,"Oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the bones.,,Addition: Grade 2; Clarification: Grade 3
10006259,Infections and infestations,Breast infection, -,"Local infection with moderate symptoms; oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; severe infection; axillary adenitis",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the breast.,,"Clarification: Grade 2, 3"
10055078,Infections and infestations,Bronchial infection, -,"Moderate symptoms; oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the bronchi.,,"Clarification: Grade 2, 3"
10007810,Infections and infestations,Catheter related infection, -,"Localized; local intervention indicated; oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process that arises secondary to catheter use.,,"Clarification: Grade 2, 3"
10065761,Infections and infestations,Cecal infection, -,"Localized; oral intervention indicated (e.g., antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the cecum.,,"Clarification: Grade 2, 3"
10008330,Infections and infestations,Cervicitis infection, -,"Localized; local intervention indicated (e.g., topical antibiotic, antifungal, or antiviral)","IV antibiotic, antifungal, or antiviral intervention indicated; invasive intervention indicated",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an infectious process involving the uterine cervix.,,Clarification: Grade 3
10010741,Infections and infestations,Conjunctivitis,Asymptomatic or mild symptoms; intervention not indicated,Symptomatic; moderate decrease in visual acuity (best corrected visual acuity 20/40 and better or 3 lines or less decreased vision from known baseline),"Symptomatic with marked decrease in visual acuity (best corrected visual acuity worse than 20/40 or more than 3 lines of decreased vision from known baseline, up to 20/200); limiting self care ADL",Best corrected visual acuity of 20/200 or worse in the affected eye, -,"A disorder characterized by inflammation, swelling and redness to the conjunctiva of the eye.",Consider Infections and infestations: Conjunctivitis infective if caused by infection,"Addition: Grade 4, Navigational note; Clarification: Grade 2, 3; Primary SOC change"
